s	Lv	Rv	Ld	Rd
76.5	-0.00108000004291534	-0.00138999998569489	0.00403999996185303	0.00354999995231628
76.75	-9.90000009536743E-4	-0.00142999994754791	0.00389000010490417	0.00357999992370605
77	-9.80000019073486E-4	-0.00147000002861023	0.00370000004768372	0.00365000009536743
77.25	-9.20000016689301E-4	-0.00147000002861023	0.0036800000667572	0.00373000001907349
77.5	-8.79999995231628E-4	-0.00151999998092651	0.00369000005722046	0.00388000011444092
77.75	-8.29999983310699E-4	-0.00150999999046326	0.00371000003814697	0.00390000009536743
78	-8.00000011920929E-4	-0.00152999997138977	0.00374000000953674	0.00385999989509583
78.25	-8.10000002384186E-4	-0.00161000001430511	0.00377999997138977	0.00380999994277954
78.5	-8.10000002384186E-4	-0.00172000002861023	0.00392000007629395	0.00373000001907349
78.75	-8.79999995231628E-4	-0.00183000004291534	0.00405999994277954	0.00374000000953674
79	-9.59999978542328E-4	-0.00194000005722046	0.00419999980926514	0.00371000003814697
79.25	-0.00112000000476837	-0.00201999998092651	0.00417000007629395	0.0036800000667572
79.5	-0.00125999999046326	-0.00208999991416931	0.00401000022888184	0.0036800000667572
79.75	-0.00136000001430511	-0.00209999990463257	0.00389000010490417	0.00369000005722046
80	-0.00144000005722046	-0.00211999988555908	0.00382999992370605	0.00382999992370605
80.25	-0.00142999994754791	-0.00215000009536743	0.00386999988555908	0.00398000001907349
80.5	-0.00147000002861023	-0.00210999989509583	0.00384999990463257	0.00413000011444092
80.75	-0.0014099999666214	-0.00207999992370605	0.00380999994277954	0.00426000022888184
81	-0.00139999997615814	-0.00201999998092651	0.00382999992370605	0.00432000017166138
81.25	-0.00133000004291534	-0.00197000002861023	0.00388000011444092	0.00446000003814697
81.5	-0.00125	-0.00182000005245209	0.00405999994277954	0.00446999979019165
81.75	-0.0010900000333786	-0.00162999999523163	0.00415999984741211	0.00451999998092651
82	-8.70000004768372E-4	-0.00141999995708466	0.00425	0.00448000001907349
82.25	-6.39999985694885E-4	-0.00119000005722046	0.00428999996185303	0.00451999998092651
82.5	-3.30000013113022E-4	-9.70000028610229E-4	0.00434999990463257	0.00463000011444092
82.75	1.99999995529652E-5	-6.70000016689301E-4	0.00453999996185303	0.00469999980926514
83	4.79999989271164E-4	-4.30000007152557E-4	0.0046399998664856	0.00478999996185303
83.25	9.20000016689301E-4	-1.70000001788139E-4	0.00475	0.00471000003814697
83.5	0.00130999994277954	-2.99999993294477E-5	0.00469000005722046	0.00471999979019165
83.75	0.00155999994277954	1.99999995529652E-5	0.00469000005722046	0.00469999980926514
84	0.00170000004768372	5.00000007450581E-5	0.00461999988555908	0.00465999984741211
84.25	0.00173000001907349	2.99999993294477E-5	0.00451999998092651	0.00455999994277954
84.5	0.00167999994754791	5.00000007450581E-5	0.0043600001335144	0.00432999992370605
84.75	0.00154999995231628	0	0.00409999990463257	0.00415999984741211
85	0.00139999997615814	-3.99999991059303E-5	0.00388000011444092	0.00403000020980835
85.25	0.00127999997138977	-1.00000001490116E-4	0.0036800000667572	0.00401000022888184
85.5	0.00119000005722046	-1.50000005960464E-4	0.00359999990463257	0.00401999998092651
85.75	0.00114999997615814	-1.59999996423721E-4	0.00358999991416931	0.00397000002861023
86	0.00111000001430511	-1.70000001788139E-4	0.00352999997138977	0.00389000010490417
86.25	0.00114999997615814	-2.39999994635582E-4	0.0035	0.0036800000667572
86.5	0.00119000005722046	-3.00000011920929E-4	0.00338000011444092	0.00352999997138977
86.75	0.00125999999046326	-3.60000014305115E-4	0.00328999996185303	0.00335999989509583
87	0.00129999995231628	-4.30000007152557E-4	0.00314000010490417	0.0031800000667572
87.25	0.00133000004291534	-5E-4	0.00286999988555908	0.00299000000953674
87.5	0.00136000001430511	-5.69999992847443E-4	0.00255999994277954	0.00269000005722046
87.75	0.00138999998569489	-6.39999985694885E-4	0.00223000001907349	0.0025699999332428
88	0.00148000001907349	-7.09999978542328E-4	0.00209999990463257	0.00245000004768372
88.25	0.00160000002384186	-7.40000009536743E-4	0.00201999998092651	0.00241000008583069
88.5	0.00173000001907349	-6.39999985694885E-4	0.00194000005722046	0.0023199999332428
88.75	0.00187000000476837	-4.69999998807907E-4	0.00188999998569489	0.0020699999332428
89	0.00200999999046326	-3.60000014305115E-4	0.00183000004291534	0.00187999999523163
89.25	0.00213000011444092	-2.59999990463257E-4	0.00187000000476837	0.00171000003814697
89.5	0.00226999998092651	-2.00000002980232E-4	0.00187999999523163	0.00169000005722046
89.75	0.00242000007629395	-1.40000000596046E-4	0.00196000003814697	0.00166999995708466
90	0.00252999997138977	-7.99999982118607E-5	0.00192999994754791	0.0015900000333786
90.25	0.00254999995231628	0	0.00179999995231628	0.0015
90.5	0.00247000002861023	1.09999999403954E-4	0.00167999994754791	0.00137999999523163
90.75	0.00234999990463257	2.39999994635582E-4	0.00153999996185303	0.00139999997615814
91	0.00227999997138977	3.40000003576279E-4	0.00142999994754791	0.00139999997615814
91.25	0.00222000002861023	4.30000007152557E-4	0.00129999995231628	0.00148000001907349
91.5	0.00222000002861023	4.39999997615814E-4	0.00119000005722046	0.00157000005245209
91.75	0.00216000008583069	3.49999994039536E-4	0.00117999994754791	0.00166999995708466
92	0.00204999995231628	1.29999995231628E-4	0.00112999999523163	0.00183000004291534
92.25	0.00188999998569489	-9.00000035762787E-5	0.00111000001430511	0.00188999998569489
92.5	0.00175999999046326	-3.70000004768372E-4	0.00105999994277954	0.00197000002861023
92.75	0.00166999995708466	-5.89999973773956E-4	9.80000019073486E-4	0.00192999994754791
93	0.00164999997615814	-7.59999990463257E-4	8.70000004768372E-4	0.00179999995231628
93.25	0.00171000003814697	-8.19999992847443E-4	7.59999990463257E-4	0.00176999998092651
93.5	0.00185000002384186	-7.79999971389771E-4	7.59999990463257E-4	0.00173000001907349
93.75	0.002	-6.10000014305115E-4	6.99999988079071E-4	0.00171000003814697
94	0.00211999988555908	-2.8999999165535E-4	6.49999976158142E-4	0.00154999995231628
94.25	0.00225999999046326	7.99999982118607E-5	5.89999973773956E-4	0.0013400000333786
94.5	0.00235999989509583	4.00000005960464E-4	6.10000014305115E-4	0.00116999995708466
94.75	0.00245000004768372	7.09999978542328E-4	7.79999971389771E-4	0.00104999995231628
95	0.00246000003814697	8.89999985694885E-4	9.90000009536743E-4	0.00102999997138977
95.25	0.0025	0.00107000005245209	0.00120000004768372	0.00101999998092651
95.5	0.00251999998092651	0.00119000005722046	0.0011599999666214	9.30000007152557E-4
95.75	0.00255999994277954	0.00135000002384186	0.00102999997138977	8.10000002384186E-4
96	0.00265000009536743	0.00146000003814697	8.79999995231628E-4	7.09999978542328E-4
96.25	0.00274000000953674	0.0015900000333786	8.39999973773956E-4	7.59999990463257E-4
96.5	0.00285999989509583	0.00171000003814697	7.90000021457672E-4	6.99999988079071E-4
96.75	0.00282999992370605	0.00187000000476837	6.10000014305115E-4	6.10000014305115E-4
97	0.00283999991416931	0.00195000004768372	3.79999995231628E-4	4.39999997615814E-4
97.25	0.00274000000953674	0.00201999998092651	1.70000001788139E-4	2.80000001192093E-4
97.5	0.00276999998092651	0.00213000011444092	1.19999997317791E-4	2.00000002980232E-4
97.75	0.00276999998092651	0.00229999995231628	3.10000002384186E-4	2.00000002980232E-4
98	0.00288000011444092	0.0025	4.69999998807907E-4	3.00000011920929E-4
98.25	0.00297000002861023	0.00266000008583069	5.60000002384186E-4	3.00000011920929E-4
98.5	0.00301999998092651	0.0028199999332428	4.79999989271164E-4	2.70000010728836E-4
98.75	0.00321000003814697	0.00301999998092651	5E-4	2.80000001192093E-4
99	0.00346000003814697	0.00328999996185303	5.89999973773956E-4	3.60000014305115E-4
99.25	0.00380999994277954	0.0035699999332428	6.29999995231628E-4	5.50000011920929E-4
99.5	0.00409000015258789	0.00392000007629395	6.89999997615814E-4	6.99999988079071E-4
99.75	0.00438000011444092	0.00417000007629395	6.89999997615814E-4	9.30000007152557E-4
100	0.00465999984741211	0.00440000009536743	7.20000028610229E-4	0.0010900000333786
100.25	0.00484999990463257	0.00459999990463257	6.89999997615814E-4	0.00122000002861023
100.5	0.00503999996185303	0.00478000020980835	7.59999990463257E-4	0.00137999999523163
100.75	0.0051100001335144	0.00494999980926514	9.39999997615814E-4	0.0015
101	0.00515000009536743	0.00507999992370605	0.00100999999046326	0.00162999999523163
101.25	0.00513000011444092	0.00521999979019165	0.00107000005245209	0.00163999998569489
101.5	0.00507999992370605	0.00532999992370605	0.00104999995231628	0.00169000005722046
101.75	0.00507000017166138	0.00540999984741211	0.00119000005722046	0.00171000003814697
102	0.005	0.00548000001907349	0.00125999999046326	0.00166999995708466
102.25	0.00494000005722046	0.00551999998092651	0.00129999995231628	0.00157000005245209
102.5	0.00482999992370605	0.00540000009536743	0.00126999998092651	0.00136000001430511
102.75	0.00471999979019165	0.00519000005722046	0.00114999997615814	0.00121000003814697
103	0.00455000019073486	0.00494000005722046	9.49999988079071E-4	9.90000009536743E-4
103.25	0.00428999996185303	0.00467000007629395	6.89999997615814E-4	8.19999992847443E-4
103.5	0.00399000000953674	0.0043600001335144	3.89999985694885E-4	5.89999973773956E-4
103.75	0.00360999989509583	0.0041100001335144	3.99999991059303E-5	2.70000010728836E-4
104	0.00321000003814697	0.00383999991416931	-3.79999995231628E-4	2.99999993294477E-5
104.25	0.00283999991416931	0.00367000007629395	-6.10000014305115E-4	-1.59999996423721E-4
104.5	0.00258999991416931	0.00338000011444092	-8.10000002384186E-4	-2.80000001192093E-4
104.75	0.00241000008583069	0.00325999999046326	-9.30000007152557E-4	-4.6000000834465E-4
105	0.00219000005722046	0.00298000001907349	-0.0010900000333786	-6.89999997615814E-4
105.25	0.00192999994754791	0.0026800000667572	-0.00114999997615814	-9.30000007152557E-4
105.5	0.00161000001430511	0.00224000000953674	-0.00125999999046326	-0.00130999994277954
105.75	0.00123000001907349	0.00177999997138977	-0.00141999995708466	-0.00160000002384186
106	8.79999995231628E-4	0.0013400000333786	-0.00157000005245209	-0.002
106.25	6.00000023841858E-4	9.20000016689301E-4	-0.00180999994277954	-0.00222000002861023
106.5	5.09999990463257E-4	6.60000026226044E-4	-0.00211999988555908	-0.00251999998092651
106.75	5.40000021457672E-4	5E-4	-0.00252999997138977	-0.00278999996185303
107	6.39999985694885E-4	3.89999985694885E-4	-0.00292000007629395	-0.00301999998092651
107.25	7.90000021457672E-4	3.60000014305115E-4	-0.00323000001907349	-0.00323000001907349
107.5	9.59999978542328E-4	4.09999996423721E-4	-0.00358999991416931	-0.00328999996185303
107.75	0.00112999999523163	5.60000002384186E-4	-0.00382999992370605	-0.00346000003814697
108	0.00121000003814697	6.99999988079071E-4	-0.004	-0.00357999992370605
108.25	0.00124000000953674	8.70000004768372E-4	-0.00395000004768372	-0.00365000009536743
108.5	0.00122000002861023	0.00104999995231628	-0.00383999991416931	-0.0036800000667572
108.75	0.00121000003814697	0.00125999999046326	-0.00365000009536743	-0.00360999989509583
109	0.00116999995708466	0.00142999994754791	-0.00351999998092651	-0.00357999992370605
109.25	0.00114999997615814	0.00161000001430511	-0.00349000000953674	-0.00352999997138977
109.5	0.00113999998569489	0.00167999994754791	-0.00338000011444092	-0.00350999999046326
109.75	0.00111000001430511	0.00174000000953674	-0.00319000005722046	-0.00350999999046326
110	0.00107000005245209	0.0015900000333786	-0.00298000001907349	-0.00351999998092651
110.25	9.10000026226044E-4	0.00139999997615814	-0.00289000010490417	-0.00369000005722046
110.5	6.29999995231628E-4	0.00103999996185303	-0.00296000003814697	-0.00389000010490417
110.75	1.80000007152557E-4	6.39999985694885E-4	-0.00303999996185303	-0.00417000007629395
111	-2.39999994635582E-4	2.39999994635582E-4	-0.00324000000953674	-0.00428999996185303
111.25	-6.10000014305115E-4	-1.40000000596046E-4	-0.00342000007629395	-0.00440000009536743
111.5	-9.10000026226044E-4	-4.69999998807907E-4	-0.00360999989509583	-0.00444999980926514
111.75	-0.00120000004768372	-8.70000004768372E-4	-0.00382999992370605	-0.00440999984741211
112	-0.00139999997615814	-0.00117999994754791	-0.00401000022888184	-0.00428999996185303
112.25	-0.00152999997138977	-0.00147000002861023	-0.00423000001907349	-0.00409000015258789
112.5	-0.00157000005245209	-0.00163999998569489	-0.0043600001335144	-0.00399000000953674
112.75	-0.00163999998569489	-0.00174000000953674	-0.00451999998092651	-0.00399000000953674
113	-0.00172000002861023	-0.00175	-0.00480000019073486	-0.00411999988555908
113.25	-0.00182000005245209	-0.00172000002861023	-0.00501999998092651	-0.0043600001335144
113.5	-0.00195000004768372	-0.00174000000953674	-0.00523000001907349	-0.00453999996185303
113.75	-0.00203999996185303	-0.00171000003814697	-0.00523999977111816	-0.0046100001335144
114	-0.00215000009536743	-0.00163999998569489	-0.00519999980926514	-0.00451999998092651
114.25	-0.00223000001907349	-0.00149000000953674	-0.0051399998664856	-0.00442000007629395
114.5	-0.00224000000953674	-0.00142999994754791	-0.00507999992370605	-0.0043899998664856
114.75	-0.00221000003814697	-0.00128999996185303	-0.00507999992370605	-0.0043600001335144
115	-0.00205999994277954	-0.00124000000953674	-0.00496000003814697	-0.00430999994277954
115.25	-0.00191999995708466	-0.00105999994277954	-0.00476000022888184	-0.00419999980926514
115.5	-0.00177999997138977	-9.49999988079071E-4	-0.00459999990463257	-0.00419999980926514
115.75	-0.00166999995708466	-8.79999995231628E-4	-0.00459000015258789	-0.00434999990463257
116	-0.00166999995708466	-9.10000026226044E-4	-0.00471000003814697	-0.00457000017166138
116.25	-0.00172000002861023	-0.00105999994277954	-0.00467999982833862	-0.00476999998092651
116.5	-0.00183000004291534	-0.00103999996185303	-0.00469999980926514	-0.00480999994277954
116.75	-0.0019099999666214	-0.00119000005722046	-0.0046399998664856	-0.00490000009536743
117	-0.00195000004768372	-0.00121000003814697	-0.00471000003814697	-0.00492000007629395
117.25	-0.00197000002861023	-0.00136000001430511	-0.00480000019073486	-0.00490000009536743
117.5	-0.00180999994277954	-0.00126999998092651	-0.00484000015258789	-0.00482000017166138
117.75	-0.00147000002861023	-0.00114999997615814	-0.00501999998092651	-0.0046399998664856
118	-9.80000019073486E-4	-9.30000007152557E-4	-0.00498999977111816	-0.00440000009536743
118.25	-6.00000023841858E-4	-5.50000011920929E-4	-0.005	-0.00415000009536743
118.5	-3.70000004768372E-4	-2.39999994635582E-4	-0.00492000007629395	-0.00399000000953674
118.75	-3.10000002384186E-4	-2.99999993294477E-5	-0.00484999990463257	-0.00405000019073486
119	-3.60000014305115E-4	9.9999997764826E-6	-0.00482000017166138	-0.00415000009536743
119.25	-4.30000007152557E-4	-1.99999995529652E-5	-0.00448000001907349	-0.00421000003814697
119.5	-6.20000004768372E-4	-1.99999995529652E-5	-0.00396000003814697	-0.00409000015258789
119.75	-8.29999983310699E-4	-1.29999995231628E-4	-0.00336999988555908	-0.00386999988555908
120	-0.00125999999046326	-1.59999996423721E-4	-0.0028199999332428	-0.00370000004768372
120.25	-0.00171000003814697	-3.00000011920929E-4	-0.00250999999046326	-0.00351999998092651
120.5	-0.00219000005722046	-3.19999992847443E-4	-0.00203999996185303	-0.00334999990463257
120.75	-0.00254999995231628	-4.69999998807907E-4	-0.00180999994277954	-0.00314000010490417
121	-0.00280999994277954	-5.19999980926514E-4	-0.00150999999046326	-0.00282999992370605
121.25	-0.00298000001907349	-6.60000026226044E-4	-0.00139999997615814	-0.00261999988555908
121.5	-0.00303999996185303	-8.10000002384186E-4	-0.00133000004291534	-0.00225999999046326
121.75	-0.00300999999046326	-0.00105999994277954	-0.00122000002861023	-0.00209999990463257
122	-0.00285999989509583	-0.00129999995231628	-0.00130999994277954	-0.00187000000476837
122.25	-0.00263000011444092	-0.0015	-0.00123000001907349	-0.00185000002384186
122.5	-0.00242000007629395	-0.00149000000953674	-0.00127999997138977	-0.00177999997138977
122.75	-0.00219000005722046	-0.0015	-0.00128999996185303	-0.00175
123	-0.00204999995231628	-0.00124000000953674	-0.00144000005722046	-0.0018400000333786
123.25	-0.0019099999666214	-0.00107000005245209	-0.00169000005722046	-0.00178999996185303
123.5	-0.00195000004768372	-7.09999978542328E-4	-0.00169000005722046	-0.00174000000953674
123.75	-0.00194000005722046	-6.20000004768372E-4	-0.00175999999046326	-0.00135000002384186
124	-0.00197000002861023	-5.50000011920929E-4	-0.00157000005245209	-8.79999995231628E-4
124.25	-0.00208999991416931	-6.60000026226044E-4	-0.00145000004768372	-3.79999995231628E-4
124.5	-0.00227999997138977	-0.00108000004291534	-0.00119000005722046	1.59999996423721E-4
124.75	-0.00269000005722046	-0.00149000000953674	-0.00102999997138977	4.49999988079071E-4
125	-0.00302999997138977	-0.00197000002861023	-0.00105999994277954	7.69999980926514E-4
125.25	-0.00348000001907349	-0.00226999998092651	-0.00104999995231628	8.00000011920929E-4
125.5	-0.00370000004768372	-0.00246000003814697	-0.00121000003814697	9.49999988079071E-4
125.75	-0.00374000000953674	-0.00250999999046326	-0.0011599999666214	0.00102999997138977
126	-0.00352999997138977	-0.00226999998092651	-0.00104999995231628	0.00108000004291534
126.25	-0.00311999988555908	-0.00195000004768372	-7.79999971389771E-4	0.00117999994754791
126.5	-0.00274000000953674	-0.00158000004291534	-4.69999998807907E-4	0.00113999998569489
126.75	-0.00246000003814697	-0.00136000001430511	-3.60000014305115E-4	0.00129999995231628
127	-0.00247000002861023	-0.00136000001430511	-1.40000000596046E-4	0.00121000003814697
127.25	-0.0025699999332428	-0.00128999996185303	-3.99999991059303E-5	0.00117999994754791
127.5	-0.00273000001907349	-0.00142999994754791	2.70000010728836E-4	9.70000028610229E-4
127.75	-0.00285999989509583	-0.00147000002861023	4.39999997615814E-4	7.40000009536743E-4
128	-0.00301999998092651	-0.00172000002861023	4.09999996423721E-4	5.89999973773956E-4
128.25	-0.00314000010490417	-0.0018400000333786	3.10000002384186E-4	3.89999985694885E-4
128.5	-0.00302999997138977	-0.00201999998092651	5.00000007450581E-5	3.49999994039536E-4
128.75	-0.00273000001907349	-0.00204999995231628	-1.99999995529652E-5	3.30000013113022E-4
129	-0.00230999994277954	-0.00187000000476837	-1.09999999403954E-4	3.79999995231628E-4
129.25	-0.00195000004768372	-0.00161000001430511	-1.09999999403954E-4	4.00000005960464E-4
129.5	-0.00170000004768372	-0.00136000001430511	-1.70000001788139E-4	2.09999993443489E-4
129.75	-0.00151999998092651	-0.00120000004768372	-3.49999994039536E-4	5.00000007450581E-5
130	-0.00139999997615814	-0.00102999997138977	-3.89999985694885E-4	-1.80000007152557E-4
130.25	-0.00125999999046326	-8.89999985694885E-4	-3.70000004768372E-4	-2.5E-4
130.5	-0.00114999997615814	-8.00000011920929E-4	-1.89999997615814E-4	-2.59999990463257E-4
130.75	-0.00101999998092651	-7.79999971389771E-4	-9.00000035762787E-5	-3.10000002384186E-4
131	-9.49999988079071E-4	-8.60000014305115E-4	-1.00000001490116E-4	-3.60000014305115E-4
131.25	-8.19999992847443E-4	-9.80000019073486E-4	-1.70000001788139E-4	-4.90000009536743E-4
131.5	-7.59999990463257E-4	-0.0010900000333786	-3.40000003576279E-4	-6.00000023841858E-4
131.75	-7.79999971389771E-4	-0.00113999998569489	-5.40000021457672E-4	-8.39999973773956E-4
132	-7.69999980926514E-4	-0.00112000000476837	-8.70000004768372E-4	-0.0011599999666214
132.25	-7.30000019073486E-4	-0.00112999999523163	-0.00125	-0.00151999998092651
